,movieId,title,genres
4767,7093,"Front Page, The (1974)",Comedy
9319,159849,Bo Burnham: Make Happy (2016),Comedy
6840,61394,"Onion Movie, The (2008)",Comedy
2469,3286,Snow Day (2000),Comedy
8872,133879,Carry On Don't Lose Your Head (1966),Comedy
3171,4268,Town & Country (2001),Comedy
8427,111375,Walk of Shame (2014),Comedy
5795,31692,Uncle Nino (2003),Comedy
3418,4649,Wet Hot American Summer (2001),Comedy
3185,4293,Summer Rental (1985),Comedy
4094,5863,Take This Job and Shove It (1981),Comedy
2916,3911,Best in Show (2000),Comedy
8236,104218,Grown Ups 2 (2013),Comedy
92,104,Happy Gilmore (1996),Comedy
1758,2356,Celebrity (1998),Comedy
3811,5337,Delirious (1991),Comedy
4245,6188,Old School (2003),Comedy
3435,4679,Uncle Buck (1989),Comedy
8262,105037,"To Do List, The (2013)",Comedy
5803,31851,Sons of the Desert (1933),Comedy
3053,4089,Born in East L.A. (1987),Comedy
5915,33779,Eddie Izzard: Dress to Kill (1999),Comedy
9356,161580,Bad Moms (2016),Comedy
9304,159069,Comedy of the Strict Regime (1993),Comedy
6581,55250,"Game Plan, The (2007)",Comedy
7494,82848,One Week (1920),Comedy
7980,96616,That's My Boy (2012),Comedy
6692,58291,College Road Trip (2008),Comedy
9677,183227,Dave Chappelle: The Bird Revelation (2017),Comedy
2479,3302,Beautiful People (1999),Comedy
3146,4233,Tomcats (2001),Comedy
9580,174909,Logan Lucky (2017),Comedy
2300,3048,Under the Rainbow (1981),Comedy
715,934,Father of the Bride (1950),Comedy
1708,2296,"Night at the Roxbury, A (1998)",Comedy
4736,7058,Life with Father (1947),Comedy
4472,6604,Hawks and Sparrows (Uccellacci e Uccellini) (1966),Comedy
7270,74683,Mike Bassett: England Manager (2001),Comedy
4256,6212,Bringing Down the House (2003),Comedy
3066,4115,Hiding Out (1987),Comedy
1528,2060,BASEketball (1998),Comedy
5529,26567,Club Paradise (1986),Comedy
8663,121129,The Hungover Games (2014),Comedy
9252,155812,Get a Job (2016),Comedy
4,5,Father of the Bride Part II (1995),Comedy
7527,84553,Pekka ja Pätkä salapoliiseina (1957),Comedy
5435,25947,Unfaithfully Yours (1948),Comedy
5822,32116,"Oh, God! You Devil (1984)",Comedy
8087,100068,Comme un chef (2012),Comedy
4216,6119,Santa Claus Is a Stinker (Le Père Noël est une ordure) (1982),Comedy
3308,4476,Big Business (1988),Comedy
1936,2567,EDtv (1999),Comedy
1352,1839,My Giant (1998),Comedy
3432,4676,Troop Beverly Hills (1989),Comedy
5590,26870,Major League II (1994),Comedy
9181,149352,Daddy's Home (2015),Comedy
938,1238,Local Hero (1983),Comedy
9397,164375,All Roads Lead to Rome (2016),Comedy
2040,2718,Drop Dead Gorgeous (1999),Comedy
2884,3858,Cecil B. DeMented (2000),Comedy
9134,146986,Le Maître d'école (1981),Comedy
598,743,Spy Hard (1996),Comedy
3014,4032,"Everlasting Piece, An (2000)",Comedy
1443,1966,Metropolitan (1990),Comedy
3070,4123,Ishtar (1987),Comedy
7543,85022,Hall Pass (2011),Comedy
1675,2255,Young Doctors in Love (1982),Comedy
1538,2073,Fandango (1985),Comedy
1853,2463,Ruthless People (1986),Comedy
269,310,Rent-a-Kid (1995),Comedy
5691,27762,Comic Book: The Movie (2004),Comedy
2105,2799,Problem Child 2 (1991),Comedy
3397,4622,Loverboy (1989),Comedy
6688,58156,Semi-Pro (2008),Comedy
1914,2539,Analyze This (1999),Comedy
4941,7448,Envy (2004),Comedy
1646,2195,Dirty Work (1998),Comedy
1942,2574,"Out-of-Towners, The (1999)",Comedy
90,102,Mr. Wrong (1996),Comedy
8154,102217,Bill Hicks: Revelations (1993),Comedy
7019,68444,"Great Buck Howard, The (2008)",Comedy
639,818,"Very Brady Sequel, A (1996)",Comedy
9412,165483,Joe Rogan: Triggered (2016),Comedy
3591,4925,"Cheap Detective, The (1978)",Comedy
2581,3450,Grumpy Old Men (1993),Comedy
1680,2261,One Crazy Summer (1986),Comedy
8394,109971,Ocho apellidos vascos (2014),Comedy
8741,127180,"Story of Film: An Odyssey, The (2011)",Documentary
5234,8577,Comandante (2003),Documentary
5084,8011,"Weather Underground, The (2002)",Documentary
2493,3327,Beyond the Mat (1999),Documentary
5497,26366,Harlan County U.S.A. (1976),Documentary
7677,89090,Bill Cunningham New York (2011),Documentary
6605,55620,For the Bible Tells Me So (2007),Documentary
8648,120478,The Salt of the Earth (2014),Documentary
9719,189111,Spiral (2018),Documentary
1240,1649,"Fast, Cheap & Out of Control (1997)",Documentary
5393,8987,Bush's Brain (2004),Documentary
7521,84273,Zeitgeist: Moving Forward (2011),Documentary
8176,102823,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty (2000),Documentary
6164,44511,Unknown White Male (2005),Documentary
4938,7443,This So-Called Disaster (2003),Documentary
6473,52767,21 Up (1977),Documentary
5255,8622,Fahrenheit 9/11 (2004),Documentary
9559,173317,Shadow World (2016),Documentary
8281,105746,UnHung Hero (2013),Documentary
321,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Macht der Bilder: Leni Riefenstahl, Die) (1993)",Documentary
8737,127146,Kurt Cobain: Montage of Heck (2015),Documentary
3150,4237,"Gleaners & I, The (Les glaneurs et la glaneuse) (2000)",Documentary
6328,48741,"U.S. vs. John Lennon, The (2006)",Documentary
5290,8753,Unprecedented: The 2000 Presidential Election (2002),Documentary
5894,33435,Los Angeles Plays Itself (2003),Documentary
4505,6667,Waco: The Rules of Engagement (1997),Documentary
4937,7440,Paper Clips (2004),Documentary
7295,75947,Mondo Cane (1962),Documentary
5727,27882,Riding Giants (2004),Documentary
9420,165671,Ice Guardians (2016),Documentary
6526,54185,Manufactured Landscapes (2006),Documentary
2399,3182,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",Documentary
4785,7124,Grass (1999),Documentary
9424,165969,HyperNormalisation (2016),Documentary
4311,6299,"Winged Migration (Peuple migrateur, Le) (2001)",Documentary
114,137,Man of the Year (1995),Documentary
9100,144210,Just Eat It: A Food Waste Story (2014),Documentary
9626,178323,Gaga: Five Foot Two (2017),Documentary
4964,7566,28 Up (1985),Documentary
4248,6195,Stone Reader (2002),Documentary
4363,6380,Capturing the Friedmans (2003),Documentary
101,116,Anne Frank Remembered (1995),Documentary
6189,44943,9/11 (2002),Documentary
7622,87287,American Grindhouse (2010),Documentary
2702,3625,Better Living Through Circuitry (1999),Documentary
9421,165843,Risk (2016),Documentary
8773,128902,The Forgotten Space (2010),Documentary
9052,141846,Steve Jobs: The Man in the Machine (2015),Documentary
4191,6042,Blind Spot: Hitler's Secretary (Im toten Winkel - Hitlers Sekretärin) (2002),Documentary
2117,2813,"Source, The (1999)",Documentary
9505,170907,Betting on Zero (2016),Documentary
6606,55687,My Kid Could Paint That (2007),Documentary
7112,70862,It Might Get Loud (2008),Documentary
4353,6368,Cinemania (2002),Documentary
3719,5137,Scratch (2001),Documentary
6942,65225,Zeitgeist: Addendum (2008),Documentary
3192,4304,Startup.com (2001),Documentary
9652,180265,Jim & Andy: The Great Beyond (2017),Documentary
9688,184245,De platte jungle (1978),Documentary
2692,3609,Regret to Inform (1998),Documentary
9212,151759,Requiem for the American Dream (2015),Documentary
9234,152711,Who Killed Chea Vichea? (2010),Documentary
9443,167064,I Am Not Your Negro (2017),Documentary
6474,52784,Sharkwater (2006),Documentary
7203,72714,Earthlings (2006),Documentary
4127,5932,Burden of Dreams (1982),Documentary
4218,6123,Sunless (Sans Soleil) (1983),Documentary
844,1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
3837,5385,"Last Waltz, The (1978)",Documentary
5144,8264,Grey Gardens (1975),Documentary
174,206,Unzipped (1995),Documentary
5725,27878,Born into Brothels (2004),Documentary
9625,178129,Adventures in Plymptoons! (2011),Documentary
9130,146682,Twinsters (2015),Documentary
9094,143511,Human (2015),Documentary
4291,6269,Stevie (2002),Documentary
5910,33677,Rock School (2005),Documentary
6972,66320,"11th Hour, The (2007)",Documentary
8031,98122,Indie Game: The Movie (2012),Documentary
3499,4783,"Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)",Documentary
4661,6963,Devil's Playground (2002),Documentary
8457,112334,"Internet's Own Boy: The Story of Aaron Swartz, The (2014)",Documentary
4560,6775,Life and Debt (2001),Documentary
7022,68522,Earth (2007),Documentary
5932,34072,"March of the Penguins (Marche de l'empereur, La) (2005)",Documentary
852,1123,"Perfect Candidate, A (1996)",Documentary
1048,1361,Paradise Lost: The Child Murders at Robin Hood Hills (1996),Documentary
8591,117531,Watermark (2014),Documentary
5881,33154,Enron: The Smartest Guys in the Room (2005),Documentary
7557,85394,Cave of Forgotten Dreams (2010),Documentary
7998,97168,Marley (2012),Documentary
8367,109282,GLOW: The Story of the Gorgeous Ladies of Wrestling (2012),Documentary
7309,76738,Steam of Life (Miesten vuoro) (2010),Documentary
7970,96488,Searching for Sugar Man (2012),Documentary
6022,38304,No Direction Home: Bob Dylan (2005),Documentary
7269,74677,"Yes Men Fix the World, The (2009)",Documentary
867,1147,When We Were Kings (1996),Documentary
6872,62662,Tokyo-Ga (1985),Documentary
4317,6306,I Am Trying to Break Your Heart (2002),Documentary
9513,171251,"Nobody Speak: Hulk Hogan, Gawker and Trials of a Free Press (2017)",Documentary
866,1144,"Line King: The Al Hirschfeld Story, The (1996)",Documentary
5731,27912,Outfoxed: Rupert Murdoch's War on Journalism (2004),Documentary
9533,172461,Get Me Roger Stone (2017),Documentary
1913,2538,Dancemaker (1998),Documentary
7869,94130,Bully (2011),Documentary
7738,90769,Starsuckers (2009),Documentary
6304,48262,"Bridge, The (2006)",Documentary
7964,96411,6 Days to Air: The Making of South Park (2011),Documentary
5937,34153,Murderball (2005),Documentary
6535,54354,China Blue (2005),Documentary
3488,4769,Into the Arms of Strangers: Stories of the Kindertransport (2000),Documentary
5018,7786,Genghis Blues (1999),Documentary
5635,27329,Paradise Lost 2: Revelations (2000),Documentary
624,791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1994)",Documentary
135,162,Crumb (1994),Documentary
9060,142115,The Blue Planet (2001),Documentary
7511,83827,Marwencol (2010),Documentary
4557,6772,To Be and to Have (Être et avoir) (2002),Documentary
1876,2494,"Last Days, The (1998)",Documentary
988,1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary
8854,133115,We Could Be King (2014),Documentary
9098,143896,How To Change The World (2015),Documentary
3176,4278,Triumph of the Will (Triumph des Willens) (1934),Documentary
6690,58191,Taxi to the Dark Side (2007),Documentary
487,556,"War Room, The (1993)",Documentary
7640,87960,Between the Folds (2008),Documentary
7811,92475,All Watched Over by Machines of Loving Grace (2011),Documentary
4332,6331,Spellbound (2002),Documentary
9543,172705,Tickling Giants (2017),Documentary
7083,69953,9to5: Days in Porn (a.k.a. 9 to 5: Days in Porn) (2008),Documentary
7709,90245,Antonio Gaudí (1985),Documentary
6370,49917,When the Levees Broke: A Requiem in Four Acts (2006),Documentary
7516,84156,Happy People: A Year in the Taiga (2010),Documentary
6565,55071,No End in Sight (2007),Documentary
4518,6692,Stoked: The Rise and Fall of Gator (2002),Documentary
3999,5643,Powaqqatsi (1988),Documentary
7784,91860,"Way South, The (De weg naar het zuiden) (1981)",Documentary
4640,6935,"Revolution Will Not Be Televised, The (a.k.a. Chavez: Inside the Coup) (2003)",Documentary
8772,128900,The Natural Love (1996),Documentary
4642,6938,Billabong Odyssey (2003),Documentary
6572,55156,"Unreasonable Man, An (2006)",Documentary
3985,5619,"Trials of Henry Kissinger, The (2002)",Documentary
1006,1310,Hype! (1996),Documentary
2266,3007,American Movie (1999),Documentary
5369,8954,Lightning in a Bottle (2004),Documentary
3904,5483,"Kid Stays in the Picture, The (2002)",Documentary
8403,110387,"Unknown Known, The (2013)",Documentary
6083,41724,Wal-Mart: The High Cost of Low Price (2005),Documentary
5395,8998,That's Entertainment (1974),Documentary
5924,33838,Rize (2005),Documentary
6916,64278,"Pervert's Guide to Cinema, The (2006)",Documentary
4386,6433,"Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)",Documentary
8817,131023,That Sugar Film (2014),Documentary
7974,96563,Paradise Lost 3: Purgatory (2011),Documentary
8828,131724,The Jinx: The Life and Deaths of Robert Durst (2015),Documentary
6179,44788,This Film Is Not Yet Rated (2006),Documentary
8106,100553,Frozen Planet (2011),Documentary
6392,50658,49 Up (2005),Documentary
7732,90630,Miss Representation (2011),Documentary
9114,145283,Nowitzki: The Perfect Shot (2014),Documentary
8086,100044,Human Planet (2011),Documentary
5562,26729,Hearts of Darkness: A Filmmakers Apocalypse (1991),Documentary
2323,3077,42 Up (1998),Documentary
8081,99846,Everything or Nothing: The Untold Story of 007 (2012),Documentary
7785,91869,Being Elmo: A Puppeteer's Journey (2011),Documentary
6513,53883,"Power of Nightmares, The: The Rise of the Politics of Fear (2004)",Documentary
5060,7932,Dark Days (2000),Documentary
8540,115203,"Culture High, The (2014)",Documentary
7600,86668,Louis Theroux: Law & Disorder (2008),Documentary
5239,8587,Mayor of the Sunset Strip (2003),Documentary
9450,167706,Shakespeare Behind Bars (2005),Documentary
9609,176423,Icarus (2017),Documentary
7850,93721,Jiro Dreams of Sushi (2011),Documentary
9241,154358,The Barkley Marathons: The Race That Eats Its Young (2015),Documentary
6326,48698,Deliver Us from Evil (2006),Documentary
6939,65188,Dear Zachary: A Letter to a Son About His Father (2008),Documentary
7567,85774,Senna (2010),Documentary
6103,42602,"Boys of Baraka, The (2005)",Documentary
7582,86279,Into Eternity (2010),Documentary
96,108,Catwalk (1996),Documentary
5172,8375,"Hunting of the President, The (2004)",Documentary
6639,56379,"Maxed Out: Hard Times, Easy Credit and the Era of Predatory Lenders (2006)",Documentary
7581,86237,Connections (1978),Documentary
5292,8755,My Voyage to Italy (Il mio viaggio in Italia) (1999),Documentary
8177,102852,With Great Power: The Stan Lee Story (2012),Documentary
8919,135787,Bruce Lee: A Warrior's Journey (2000),Documentary
5519,26524,"Times of Harvey Milk, The (1984)",Documentary
4200,6062,Lost in La Mancha (2002),Documentary
1729,2323,"Cruise, The (1998)",Documentary
4358,6375,Gigantic (A Tale of Two Johns) (2002),Documentary
8739,127164,"What Happened, Miss Simone? (2015)",Documentary
4840,7225,Pumping Iron (1977),Documentary
6832,61257,I.O.U.S.A. (a.k.a. IOUSA) (2008),Documentary
8665,121171,Red Army (2014),Documentary
5712,27829,Slasher (2004),Documentary
6641,56563,Helvetica (2007),Documentary
7914,95218,First Position (2011),Documentary
2645,3539,"Filth and the Fury, The (2000)",Documentary
9400,164655,Gimme Danger (2016),Documentary
3806,5325,Dogtown and Z-Boyz (2001),Documentary
8019,97866,"Imposter, The (2012)",Documentary
4371,6400,Murder on a Sunday Morning (Un coupable idéal) (2001),Documentary
6700,58309,War Dance (2007),Documentary
4012,5669,Bowling for Columbine (2002),Documentary
6227,45928,Who Killed the Electric Car? (2006),Documentary
517,602,"Great Day in Harlem, A (1994)",Documentary
2247,2984,On Any Sunday (1971),Documentary
1529,2064,Roger & Me (1989),Documentary
6404,50851,Cocaine Cowboys (2006),Documentary
5848,32582,"Wild Parrots of Telegraph Hill, The (2003)",Documentary
7960,96150,"Queen of Versailles, The (2012)",Documentary
5622,27176,Style Wars (1983),Documentary
8621,118784,Good Copy Bad Copy (2007),Documentary
2977,3989,One Day in September (1999),Documentary
4563,6780,"Brief History of Time, A (1991)",Documentary
8169,102742,Tie Xi Qu: West of the Tracks (Tiexi qu) (2003),Documentary
6551,54881,"King of Kong, The (2007)",Documentary
7123,71131,"Most Hated Family in America, The (2007)",Documentary
5387,8979,Guerrilla: The Taking of Patty Hearst (2004),Documentary
2480,3303,Black Tar Heroin: The Dark End of the Street (2000),Documentary
4475,6612,Brother's Keeper (1992),Documentary
8268,105250,"Century of the Self, The (2002)",Documentary
7144,71462,"Cove, The (2009)",Documentary
5724,27873,Metallica: Some Kind of Monster (2004),Documentary
1242,1652,Year of the Horse (1997),Documentary
9655,180777,Die Frauen von Ravensbrück (2005),Documentary
5835,32302,"League of Ordinary Gentlemen, A (2004)",Documentary
8740,127172,A Story of Children and Film (2013),Documentary
110,128,Jupiter's Wife (1994),Documentary
69,77,Nico Icon (1995),Documentary
9197,150696,Tomorrow (2015),Documentary
8892,134524,Turtle Power: The Definitive History of the Teenage Mutant Ninja Turtles (2014),Documentary
9554,173235,Tokyo Idols (2017),Documentary
4660,6962,OT: Our Town (2002),Documentary
7595,86504,Voices from the List (2004),Documentary
6803,60766,Man on Wire (2008),Documentary
8896,134796,Bitter Lake (2015),Documentary
7468,81910,"Art of the Steal, The (2009)",Documentary
7362,78746,Best Worst Movie (2009),Documentary
4768,7096,Rivers and Tides (2001),Documentary
6456,52299,American Hardcore (2006),Documentary
4646,6945,My Architect: A Son's Journey (2003),Documentary
2261,3002,My Best Fiend (Mein liebster Feind) (1999),Documentary
7370,79073,When You're Strange (2009),Documentary
3612,4961,Pornstar: The Legend of Ron Jeremy (2001),Documentary
5993,37240,Why We Fight (2005),Documentary
2721,3653,"Endless Summer, The (1966)",Documentary
2021,2693,Trekkies (1997),Documentary
8738,127152,Going Clear: Scientology and the Prison of Belief (2015),Documentary
501,581,"Celluloid Closet, The (1995)",Documentary
9711,187717,Won't You Be My Neighbor? (2018),Documentary
7023,68536,Stanley Kubrick: A Life in Pictures (2001),Documentary
9156,148166,Hitchcock/Truffaut (2015),Documentary
1359,1856,Kurt & Courtney (1998),Documentary
8310,106889,Tim's Vermeer (2013),Documentary
7977,96606,Samsara (2011),Documentary
7642,88094,Upside Down: The Creation Records Story (2010),Documentary
6246,46850,Wordplay (2006),Documentary
8885,134248,Hot Girls Wanted (2015),Documentary
5726,27879,DiG! (2004),Documentary
3672,5059,Little Dieter Needs to Fly (1997),Documentary
5720,27850,"Yes Men, The (2003)",Documentary
5558,26712,35 Up (1991),Documentary
210,246,Hoop Dreams (1994),Documentary
3750,5224,Promises (2001),Documentary
604,759,Maya Lin: A Strong Clear Vision (1994),Documentary
6168,44633,"Devil and Daniel Johnston, The (2005)",Documentary
2465,3281,"Brandon Teena Story, The (1998)",Documentary
9398,164540,Amanda Knox (2016),Documentary
9511,171011,Planet Earth II (2016),Documentary
7436,80906,Inside Job (2010),Documentary
8967,137337,Amy (2015),Documentary
7744,90943,Into the Abyss (2011),Documentary
7158,71640,Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land) (2008),Documentary
7313,77177,Wild China (2008),Documentary
9318,159817,Planet Earth (2006),Documentary
8001,97194,"Thing: Terror Takes Shape, The (1998)",Documentary
9634,179135,Blue Planet II (2017),Documentary
9324,160289,O.J.: Made in America (2016),Documentary
8383,109687,Particle Fever (2013),Documentary
7065,69529,Home (2009),Documentary
6236,46347,Metal: A Headbanger's Journey (2005),Documentary
2499,3338,For All Mankind (1989),Documentary
7444,81191,Waiting for 'Superman' (2010),Documentary
6780,60291,Gonzo: The Life and Work of Dr. Hunter S. Thompson (2008),Documentary
8107,100556,"Act of Killing, The (2012)",Documentary
4793,7141,My Flesh and Blood (2003),Documentary
3133,4217,4 Little Girls (1997),Documentary
87,99,Heidi Fleiss: Hollywood Madam (1995),Documentary
2742,3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary
4329,6327,"Decade Under the Influence, A (2003)",Documentary
7135,71282,"Food, Inc. (2008)",Documentary
2205,2930,Return with Honor (1998),Documentary
8187,103107,20 Feet from Stardom (Twenty Feet from Stardom) (2013),Documentary
4511,6679,Revolution OS (2001),Documentary
3106,4171,Long Night's Journey Into Day (2000),Documentary
8240,104272,Blackfish (2013),Documentary
7868,94122,Comic-Con Episode IV: A Fan's Hope (2011),Documentary
586,722,"Haunted World of Edward D. Wood Jr., The (1996)",Documentary
4470,6598,Step Into Liquid (2002),Documentary
8512,114126,Beautiful Losers (2008),Documentary
6342,49132,Shut Up & Sing (2006),Documentary
9676,183199,Quest (2017),Documentary
5719,27846,"Corporation, The (2003)",Documentary
9598,175707,A German Life (2016),Documentary
7882,94735,Walking with Monsters (2005),Documentary
3149,4236,Keep the River on Your Right: A Modern Cannibal Tale (2000),Documentary
2885,3859,"Eyes of Tammy Faye, The (2000)",Documentary
6485,53024,Jonestown: The Life and Death of Peoples Temple (2006),Documentary
6758,59731,"Bigger, Stronger, Faster* (2008)",Documentary
9730,190221,Hommage à Zgougou (et salut à Sabine Mamou) (2002),Documentary
6707,58425,Heima (2007),Documentary
6394,50740,Seven Up! (1964),Documentary
3454,4711,Theremin: An Electronic Odyssey (1993),Documentary
2739,3677,Baraka (1992),Documentary
7740,90863,George Harrison: Living in the Material World (2011),Documentary
8003,97230,Side by Side (2012),Documentary
895,1192,Paris Is Burning (1990),Documentary
9405,164917,13th (2016),Documentary
6228,45950,"Inconvenient Truth, An (2006)",Documentary
8592,117533,Citizenfour (2014),Documentary
6783,60333,Encounters at the End of the World (2008),Documentary
8901,134859,The Wolfpack (2015),Documentary
8089,100106,"Pervert's Guide to Ideology, The (2012)",Documentary
9296,158842,My Scientology Movie (2016),Documentary
5966,34542,Grizzly Man (2005),Documentary
5579,26797,Visions of Light: The Art of Cinematography (1992),Documentary
6020,38198,Darwin's Nightmare (2004),Documentary
4649,6948,Tupac: Resurrection (2003),Documentary
4394,6453,Man of Aran (1934),Documentary
7367,79006,Empire of Dreams: The Story of the 'Star Wars' Trilogy (2004),Documentary
5359,8938,Tarnation (2003),Documentary
9736,193579,Jon Stewart Has Left the Building (2015),Documentary
892,1189,"Thin Blue Line, The (1988)",Documentary
6741,59295,Expelled: No Intelligence Allowed (2008),Documentary
4021,5684,Naqoyqatsi (2002),Documentary
4813,7171,Aileen: Life and Death of a Serial Killer (2003),Documentary
8402,110350,Free to Play (2014),Documentary
4662,6965,Journeys with George (2002),Documentary
